"CUST_ID","CUST_FIRST_NAME","CUST_LAST_NAME","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_STREET_ADDRESS","CUST_POSTAL_CODE","CUST_CITY","CUST_CITY_ID","CUST_STATE_PROVINCE","CUST_STATE_PROVINCE_ID","COUNTRY_ID","CUST_MAIN_PHONE_NUMBER","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT","CUST_EMAIL","CUST_TOTAL","CUST_TOTAL_ID","CUST_SRC_ID","CUST_EFF_FROM","CUST_EFF_TO","CUST_VALID"
9581,"Carlos","Tanney","M",1967,"married","47 North Phelps Road","78558","Los Angeles",51806,"CA",52567,52790,"531-405-5956","G: 130,000 - 149,999",5000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"A"
13137,"Carlos","Tanney","M",1952,"","57 West Davison Drive","74487","Konstanz",51736,"Baden-Wuerttemberg",52559,52776,"238-150-6492","G: 130,000 - 149,999",15000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"I"
16693,"Carlos","Tanney","M",1957,"single","67 San Miguel Avenue","91700","Stornoway",52328,"Scotland - Highlands and Islands",52737,52789,"151-738-3162","G: 130,000 - 149,999",5000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"I"
20248,"Carlos","Tanney","M",1959,"married","67 South Greenwood Avenue","45704","Mackville",51890,"KY",52632,52790,"160-170-5343","G: 130,000 - 149,999",7000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"I"
23804,"Carlos","Tanney","M",1954,"","77 West University Avenue","40715","Ravensburg",52159,"Baden-Wuerttemberg",52559,52776,"600-672-1012","G: 130,000 - 149,999",15000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"I"
27359,"Carlos","Tanney","M",1959,"single","87 East La Crosse Avenue","81292","Nanterre",51972,"Ile-de-France",52623,52779,"548-436-5936","G: 130,000 - 149,999",5000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"I"
30914,"Carlos","Tanney","M",1958,"married","97 Allegheny Avenue","33866","Bergen op Zoom",51181,"Noord-Brabant",52682,52770,"449-388-7830","G: 130,000 - 149,999",7000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"I"
34471,"Carlos","Tanney","M",1973,"","97 North Milbrae Avenue","63736","Killarney",51728,"Kerry",52637,52772,"281-405-5275","G: 130,000 - 149,999",10000,"Tanney@company.example.com","Customer total",52772,,2019-01-01,,"I"
38027,"Carlyle","Emit","M",1959,"","107 West Bureau Avenue","32855","Birmingham",51192,"England - West Midlands",52593,52789,"666-437-3747","G: 130,000 - 149,999",9000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
41582,"Carlyle","Emit","M",1974,"single","117 Phillips Avenue","75603","Palmdale",52102,"FL",52595,52790,"294-518-3447","G: 130,000 - 149,999",9000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
45137,"Carlyle","Emit","M",1980,"married","117 South Day Avenue","62145","Nuernberg",51996,"Bayern",52561,52776,"153-459-2572","G: 130,000 - 149,999",1500,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
9014,"Carlyle","Emit","M",1962,"married","17 Upshur Court","80841","Wolverhampton",52514,"England - West Midlands",52593,52789,"226-518-8494","G: 130,000 - 149,999",1500,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
44569,"Carlyle","Emit","M",1969,"","17 South La Jolla Court","38103","Ratingen",52158,"Nordrhein-Westfalen",52684,52776,"206-459-2968","G: 130,000 - 149,999",7000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
48916,"Carlyle","Emit","M",1996,"single","27 North Allen Boulevard","79889","Krefeld",51738,"Nordrhein-Westfalen",52684,52776,"647-266-5349","G: 130,000 - 149,999",9000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
2472,"Carlyle","Emit","M",1987,"married","37 East Mills Street","38082","Greenwich",51591,"England - Greater London",52589,52789,"437-387-6772","G: 130,000 - 149,999",1500,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"A"
6027,"Carlyle","Emit","M",1975,"","47 Bureau Road","30154","Banbury",51163,"England - Oxfordshire",52592,52789,"693-741-5743","G: 130,000 - 149,999",7000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"A"
9582,"Carlyle","Emit","M",1953,"single","47 North Phillips Road","78558","Los Angeles",51806,"CA",52567,52790,"278-439-5074","G: 130,000 - 149,999",11000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"A"
13138,"Carlyle","Emit","M",1988,"married","57 West Day Drive","74487","Konstanz",51736,"Baden-Wuerttemberg",52559,52776,"260-437-5345","G: 130,000 - 149,999",1500,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
16694,"Carlyle","Emit","M",1960,"","67 San Sebastian Avenue","91700","Stornoway",52328,"Scotland - Highlands and Islands",52737,52789,"203-518-5491","G: 130,000 - 149,999",9000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
20249,"Carlyle","Emit","M",1961,"single","67 South Griggs Avenue","45704","Mackville",51890,"KY",52632,52790,"696-459-6351","G: 130,000 - 149,999",9000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
23805,"Carlyle","Emit","M",1957,"married","77 West Upshur Avenue","40715","Ravensburg",52159,"Baden-Wuerttemberg",52559,52776,"358-266-6607","G: 130,000 - 149,999",3000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
27360,"Carlyle","Emit","M",1989,"","87 East La Jolla Avenue","81292","Nanterre",51972,"Ile-de-France",52623,52779,"567-387-5736","G: 130,000 - 149,999",7000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
30915,"Carlyle","Emit","M",1960,"single","97 Allen Avenue","33866","Bergen op Zoom",51181,"Noord-Brabant",52682,52770,"607-741-5088","G: 130,000 - 149,999",11000,"Emit@company.example.com","Customer total",52772,,2019-01-01,,"I"
47161,"Della","Haarper","F",1960,"married","27 East Dodge Boulevard","85268","Wellington",52503,"Wellington",52766,52785,"429-740-1304","F: 110,000 - 129,999",5000,"Haarper@company.example.com","Customer total",52772,,2019-01-01,,"I"
27362,"Carter","Fepoi","M",1961,"single","87 East La Plata Avenue","60332","Ede",51442,"Gelderland",52610,52770,"604-198-3381","I: 170,000 - 189,999",9000,"Fepoi@company.example.com","Customer total",52772,,2019-01-01,,"I"
30917,"Carter","Fepoi","M",1990,"single","97 Amite Avenue","55406","Hoofddorp",51669,"Noord-Holland",52683,52770,"470-122-4323","I: 170,000 - 189,999",1500,"Fepoi@company.example.com","Customer total",52772,,2019-01-01,,"I"
34474,"Carter","Fepoi","M",1966,"single","97 North Miner Avenue","34077","Schimmert",52297,"Limburg",52646,52770,"289-325-3644","I: 170,000 - 189,999",7000,"Fepoi@company.example.com","Customer total",52772,,2019-01-01,,"I"
37140,"Carter","Rosenblum","M",1960,"single","107 East De Kalb Avenue","89484","Bristol",51219,"England - Avon",52588,52789,"691-122-2211","I: 170,000 - 189,999",9000,"Rosenblum@company.example.com","Customer total",52772,,2019-01-01,,"I"
35372,"Deann","Ferris","M",1968,"","97 South Lamar Avenue","64852","Helmond",51657,"Noord-Brabant",52682,52770,"425-140-7171","E: 90,000 - 109,999",3000,"Ferris@company.example.com","Customer total",52772,,2019-01-01,,"I"
37150,"Deann","Vesper","M",1967,"","107 East Denver Avenue","33866","Bergen op Zoom",51181,"Noord-Brabant",52682,52770,"234-391-4708","E: 90,000 - 109,999",10000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
40705,"Deann","Vesper","M",1994,"","107 South Schoharie Avenue","63736","Killarney",51728,"Kerry",52637,52772,"544-369-5553","E: 90,000 - 109,999",3000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
44260,"Deann","Vesper","M",1985,"married","117 North Hampden Avenue","32855","Birmingham",51192,"England - West Midlands",52593,52789,"246-351-9509","E: 90,000 - 109,999",5000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
50247,"Deann","Vesper","M",1949,"married","17 Armstrong Court","59862","Malaga",51894,"Malaga",52661,52778,"106-369-3642","E: 90,000 - 109,999",5000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
35803,"Deann","Vesper","M",1956,"","17 North Monroe Court","32420","Paris",52103,"Ile-de-France",52623,52779,"150-351-8830","E: 90,000 - 109,999",10000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
48039,"Deann","Vesper","M",1984,"","27 West California Boulevard","80841","Wolverhampton",52514,"England - West Midlands",52593,52789,"179-140-5610","E: 90,000 - 109,999",3000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
1595,"Deann","Vesper","M",1982,"married","37 Pocahontas Street","47684","Dudley",51399,"England - West Midlands",52593,52789,"531-221-7764","E: 90,000 - 109,999",5000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
5150,"Deann","Vesper","M",1948,"","37 South Denver Street","85407","Kenmare",51723,"Kerry",52637,52772,"238-541-3914","E: 90,000 - 109,999",10000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
8705,"Deann","Vesper","M",1956,"","47 West Schoharie Road","38082","Greenwich",51591,"England - Greater London",52589,52789,"151-178-1385","E: 90,000 - 109,999",3000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
12262,"Deann","Vesper","M",1974,"married","57 East Hampden Drive","35799","Halifax",51646,"England - West Yorkshire",52594,52789,"160-391-7484","E: 90,000 - 109,999",5000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
15817,"Deann","Vesper","M",1959,"","57 South Vigo Drive","37631","Candler",51310,"FL",52595,52790,"600-369-8738","E: 90,000 - 109,999",10000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
19372,"Deann","Vesper","M",1980,"","67 North Lamar Avenue","61344","Pescadero",52108,"CA",52567,52790,"548-351-4231","E: 90,000 - 109,999",3000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
22927,"Deann","Vesper","M",1962,"married","77 West Armstrong Avenue","44130","San Mateo",52290,"CA",52567,52790,"449-140-8856","E: 90,000 - 109,999",5000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
26483,"Deann","Vesper","M",1983,"","87 Monroe Avenue","45704","Mackville",51890,"KY",52632,52790,"281-221-1651","E: 90,000 - 109,999",10000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
30039,"Deann","Vesper","M",1976,"","87 South California Avenue","40715","Ravensburg",52159,"Baden-Wuerttemberg",52559,52776,"172-541-8649","E: 90,000 - 109,999",3000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
33594,"Deann","Vesper","M",1956,"married","97 West Pocahontas Avenue","81292","Nanterre",51972,"Ile-de-France",52623,52779,"343-178-6670","E: 90,000 - 109,999",5000,"Vesper@company.example.com","Customer total",52772,,2019-01-01,,"I"
37151,"Deanna","Lamay","F",1992,"married","107 East Deschutes Avenue","33866","Bergen op Zoom",51181,"Noord-Brabant",52682,52770,"153-569-2352","F: 110,000 - 129,999",1500,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
40706,"Deanna","Lamay","F",1967,"","107 South Schuyler Avenue","50629","Legrand",51791,"CA",52567,52790,"227-485-9407","F: 110,000 - 129,999",7000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
44261,"Deanna","Lamay","F",1969,"single","117 North Hampshire Avenue","91906","Clermont-l'Herault",51329,"Languedoc-Roussillon",52645,52779,"474-508-6553","F: 110,000 - 129,999",9000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
50258,"Deanna","Lamay","F",1955,"single","17 Aroostook Court","59862","Malaga",51894,"Malaga",52661,52778,"647-485-9617","F: 110,000 - 129,999",9000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
35814,"Deanna","Lamay","F",1961,"married","17 North Montague Court","89623","Haaren",51643,"Noord-Brabant",52682,52770,"437-508-2009","F: 110,000 - 129,999",1500,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
48040,"Deanna","Lamay","F",1980,"","27 West Calhoun Boulevard","80841","Wolverhampton",52514,"England - West Midlands",52593,52789,"693-161-8521","F: 110,000 - 129,999",7000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
1596,"Deanna","Lamay","F",1971,"single","37 Poinsett Street","34216","Murnau",51934,"Bayern",52561,52776,"278-562-9274","F: 110,000 - 129,999",9000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"A"
5151,"Deanna","Lamay","F",1982,"married","37 South Deschutes Street","85407","Kenmare",51723,"Kerry",52637,52772,"260-792-6618","F: 110,000 - 129,999",1500,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
8706,"Deanna","Lamay","F",1976,"","47 West Schuyler Road","38082","Greenwich",51591,"England - Greater London",52589,52789,"203-673-3267","F: 110,000 - 129,999",7000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
12263,"Deanna","Lamay","F",1993,"single","57 East Hampshire Drive","35799","Halifax",51646,"England - West Yorkshire",52594,52789,"696-569-8535","F: 110,000 - 129,999",9000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
15818,"Deanna","Lamay","F",1962,"married","57 South Vilas Drive","37631","Candler",51310,"FL",52595,52790,"358-485-9057","F: 110,000 - 129,999",1500,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
19373,"Deanna","Lamay","F",1965,"","67 North Lamoille Avenue","86668","Norwich",51995,"England - Norfolk",52591,52789,"567-508-7133","F: 110,000 - 129,999",7000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
22928,"Deanna","Lamay","F",1958,"single","77 West Aroostook Avenue","44130","San Mateo",52290,"CA",52567,52790,"607-161-9154","F: 110,000 - 129,999",9000,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
26484,"Deanna","Lamay","F",1956,"married","87 Montague Avenue","48853","City of London",51328,"England - Greater London",52589,52789,"149-562-2468","F: 110,000 - 129,999",1500,"Lamay@company.example.com","Customer total",52772,,2019-01-01,,"I"
28275,"Deloris","Rowls","F",1956,"single","87 West Harvey Avenue","39113","Lancaster",51786,"NH",52668,52790,"113-721-9644","F: 110,000 - 129,999",9000,"Rowls@company.example.com","Customer total",52772,,2019-01-01,,"I"
31830,"Deloris","Rowls","F",1992,"married","97 Walworth Avenue","80491","Vidalia",52441,"LA",52641,52790,"213-366-3998","F: 110,000 - 129,999",1500,"Rowls@company.example.com","Customer total",52772,,2019-01-01,,"I"
35386,"Deloris","Rowls","F",1967,"","97 South Lavaca Avenue","50438","Gerald",51580,"MO",52657,52790,"485-397-5774","F: 110,000 - 129,999",7000,"Rowls@company.example.com","Customer total",52772,,2019-01-01,,"I"
36275,"Deloris","Warner","F",1991,"single","107 Harvey Avenue","77501","Lowndesville",51807,"SC",52722,52790,"474-589-3384","F: 110,000 - 129,999",9000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
39830,"Deloris","Warner","F",1951,"married","107 North Walworth Avenue","47351","Minnetonka Beach",51915,"MN",52656,52790,"595-215-7723","F: 110,000 - 129,999",1500,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
43386,"Deloris","Warner","F",1978,"","117 West Lavaca Avenue","56100","Jena",51696,"Thueringen",52746,52776,"168-574-7655","F: 110,000 - 129,999",7000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
27058,"Deloris","Warner","F",1952,"single","17 West Poweshiek Court","36933","West Wood",52505,"KY",52632,52790,"278-574-4761","F: 110,000 - 129,999",9000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
47164,"Deloris","Warner","F",1989,"married","27 East Donna Lake Boulevard","30331","Forestville",51512,"OH",52688,52790,"260-721-5769","F: 110,000 - 129,999",1500,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
50719,"Deloris","Warner","F",1990,"","27 South Shell Boulevard","69656","Saarbruecken",52277,"Saarland",52730,52776,"203-366-5304","F: 110,000 - 129,999",7000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
4275,"Deloris","Warner","F",1953,"single","37 North Harvey Street","90497","Aix-les-Bains",51047,"Rhtne-Alpes",52711,52779,"696-397-1173","F: 110,000 - 129,999",9000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
7831,"Deloris","Warner","F",1966,"married","47 East Walworth Road","76331","Manresa",51898,"Barcelona",52560,52778,"358-352-9883","F: 110,000 - 129,999",1500,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
11386,"Deloris","Warner","F",1948,"","57 Lavaca Drive","65440","Wuppertal",52519,"Nordrhein-Westfalen",52684,52776,"567-589-7778","F: 110,000 - 129,999",7000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
14942,"Deloris","Warner","F",1956,"single","57 South Bacon Drive","37962","Fort William",51515,"Scotland - Highlands and Islands",52737,52789,"607-215-7894","F: 110,000 - 129,999",9000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
18497,"Deloris","Warner","F",1958,"married","67 West Morrow Avenue","79690","Chieflake",51325,"WI",52760,52790,"149-574-9821","F: 110,000 - 129,999",1500,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
6002,"Deloris","Warner","F",1970,"","7 South Carver Circle","70669","Aneta",51065,"ND",52665,52790,"693-215-8744","F: 110,000 - 129,999",7000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"A"
22052,"Deloris","Warner","F",1950,"","77 East Carver Avenue","50279","North Branch",51988,"MI",52654,52790,"666-721-7918","F: 110,000 - 129,999",7000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
25609,"Deloris","Warner","F",1955,"single","77 South Poweshiek Avenue","88472","Tucumcari",52381,"NM",52671,52790,"294-366-7813","F: 110,000 - 129,999",9000,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
29164,"Deloris","Warner","F",1954,"married","87 North Donna Lake Avenue","37781","Dillsboro",51388,"IN",52621,52790,"153-397-3861","F: 110,000 - 129,999",1500,"Warner@company.example.com","Customer total",52772,,2019-01-01,,"I"
3355,"Cara","Ferrin","F",1953,"married","37 West Kitsap Street","72409","Oosterhout",52033,"Noord-Brabant",52682,52770,"250-259-9553","D: 70,000 - 89,999",5000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
6910,"Cara","Ferrin","F",1966,"","47 East Alexander Road","74487","Konstanz",51736,"Baden-Wuerttemberg",52559,52776,"453-746-6677","D: 70,000 - 89,999",10000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
10465,"Cara","Ferrin","F",1993,"single","47 South Middlesex Road","58334","Massy",51904,"Ile-de-France",52623,52779,"634-555-3739","D: 70,000 - 89,999",3000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
14021,"Cara","Ferrin","F",1984,"married","57 North Bucks Drive","45704","Mackville",51890,"KY",52632,52790,"514-340-5153","D: 70,000 - 89,999",5000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
17576,"Cara","Ferrin","F",1972,"","67 East Pemiscot Avenue","40715","Ravensburg",52159,"Baden-Wuerttemberg",52559,52776,"409-696-4293","D: 70,000 - 89,999",10000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
21132,"Cara","Ferrin","F",1941,"single","77 Dallas Avenue","81292","Nanterre",51972,"Ile-de-France",52623,52779,"657-690-4765","D: 70,000 - 89,999",3000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
24688,"Cara","Ferrin","F",1985,"married","77 North San German Avenue","33866","Bergen op Zoom",51181,"Noord-Brabant",52682,52770,"591-655-5926","D: 70,000 - 89,999",5000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
28243,"Cara","Ferrin","F",1951,"","87 West Grays Harbor Avenue","63736","Killarney",51728,"Kerry",52637,52772,"435-259-6964","D: 70,000 - 89,999",10000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
31798,"Cara","Ferrin","F",1955,"single","97 Twin Dolphin Avenue","32855","Birmingham",51192,"England - West Midlands",52593,52789,"201-746-4855","D: 70,000 - 89,999",3000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"I"
35354,"Cara","Ferrin","F",1948,"married","97 South Kitsap Avenue","77188","Muenchen",51928,"Bayern",52561,52776,"269-555-7108","D: 70,000 - 89,999",5000,"Ferrin@company.example.com","Customer total",52772,,2019-01-01,,"A"
36243,"Cara","Tucker","F",1963,"","107 Grays Harbor Avenue","46413","Belfast City",51175,"Northern Ireland - County Antr",52686,52789,"412-696-9529","D: 70,000 - 89,999",10000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"I"
39798,"Cara","Tucker","F",1952,"single","107 North Twin Dolphin Avenue","66437","Asten",51075,"Noord-Brabant",52682,52770,"363-690-8417","D: 70,000 - 89,999",3000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"I"
43354,"Cara","Tucker","F",1952,"married","117 West Kitsap Avenue","40365","Tralee",52379,"Kerry",52637,52772,"181-655-7670","D: 70,000 - 89,999",5000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"I"
26736,"Cara","Tucker","F",1953,"","17 West Pemiscot Court","53086","San Mateo",52290,"CA",52567,52790,"223-655-6378","D: 70,000 - 89,999",10000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"I"
47132,"Cara","Tucker","F",1971,"single","27 East Dallas Boulevard","83575","Paderborn",52099,"Nordrhein-Westfalen",52684,52776,"389-259-7066","D: 70,000 - 89,999",3000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"I"
50687,"Cara","Tucker","F",1977,"married","27 South San German Boulevard","86668","Norwich",51995,"England - Norfolk",52591,52789,"215-746-3139","D: 70,000 - 89,999",5000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"I"
4243,"Cara","Tucker","F",1945,"","37 North Grays Harbor Street","74793","Lunel",51812,"Languedoc-Roussillon",52645,52779,"359-555-9163","D: 70,000 - 89,999",10000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"A"
7799,"Cara","Tucker","F",1949,"single","47 East Twin Dolphin Road","91556","Leeds",51790,"England - West Yorkshire",52594,52789,"385-340-3673","D: 70,000 - 89,999",3000,"Tucker@company.example.com","Customer total",52772,,2019-01-01,,"I"
8700,"Charles","Ness","M",1986,"married","47 West Santa Fe Road","59622","Nieuwegein",51983,"Utrecht",52750,52770,"240-255-6438","F: 110,000 - 129,999",5000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
12257,"Charles","Ness","M",1974,"","57 East Gurabo Drive","43095","Renesse",52163,"Zeeland",52770,52770,"146-629-6860","F: 110,000 - 129,999",10000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
15812,"Charles","Ness","M",1949,"single","57 South Vernon Drive","80999","Westminster",52506,"England - Greater London",52589,52789,"517-218-6016","F: 110,000 - 129,999",3000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
19367,"Charles","Ness","M",1987,"married","67 North Lagoon Avenue","34427","Galway City",51571,"Galway",52608,52772,"274-384-9364","F: 110,000 - 129,999",5000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
22922,"Charles","Ness","M",1957,"","77 West Apache Avenue","50840","Warsaw",52496,"Warsaw",52765,52786,"496-467-6721","F: 110,000 - 129,999",10000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
26478,"Charles","Ness","M",1959,"single","87 Modoc Avenue","39245","Brisbane",51218,"Queensland",52703,52774,"592-656-5422","F: 110,000 - 129,999",3000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
30034,"Charles","Ness","M",1954,"married","87 South Caguas Avenue","62356","Limerick",51797,"Limerick",52647,52772,"491-496-7774","F: 110,000 - 129,999",5000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
33589,"Charles","Ness","M",1988,"","97 West Pittsylvania Avenue","60332","Ede",51442,"Gelderland",52610,52770,"316-255-7399","F: 110,000 - 129,999",10000,"Ness@company.example.com","Customer total",52772,,2019-01-01,,"I"
38034,"Charles","Tazelar","M",1956,"married","107 West Caguas Avenue","78247","Velp",52438,"Gelderland",52610,52770,"425-384-5610","F: 110,000 - 129,999",5000,"Tazelar@company.example.com","Customer total",52772,,2019-01-01,,"I"
41589,"Charles","Tazelar","M",1960,"","117 Pittsylvania Avenue","90285","Hyderabad",51673,"Andhra Pradesh",52547,52771,"275-467-7764","F: 110,000 - 129,999",10000,"Tazelar@company.example.com","Customer total",52772,,2019-01-01,,"I"
45144,"Charles","Tazelar","M",1956,"single","117 South Deer Lodge Avenue","45142","Delhi",51384,"Delhi",52578,52771,"480-656-3914","F: 110,000 - 129,999",3000,"Tazelar@company.example.com","Customer total",52772,,2019-01-01,,"I"
9091,"Charles","Tazelar","M",1973,"single","17 Vernon Court","49682","Waddinxveen",52490,"Zuid-Holland",52771,52770,"291-467-9143","F: 110,000 - 129,999",3000,"Tazelar@company.example.com","Customer total",52772,,2019-01-01,,"I"
36266,"Decima","Nance","M",1974,"","107 Hardee Avenue","57008","Berlin",51183,"Berlin",52562,52776,"493-470-4257","F: 110,000 - 129,999",7000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
39821,"Decima","Nance","M",1949,"single","107 North Wabash Avenue","47996","Oran",52035,"MO",52657,52790,"175-141-4153","F: 110,000 - 129,999",9000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
43377,"Decima","Nance","M",1987,"married","117 West Larue Avenue","64150","Berchtesgaden",51179,"Bayern",52561,52776,"131-624-7417","F: 110,000 - 129,999",1500,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
26969,"Decima","Nance","M",1951,"","17 West Pope Court","62619","Winter Springs",52512,"FL",52595,52790,"162-624-3456","F: 110,000 - 129,999",7000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
47155,"Decima","Nance","M",1957,"single","27 East Dickinson Boulevard","58591","Relecq-Kerhuon",52162,"Brittany",52565,52779,"430-781-2352","F: 110,000 - 129,999",9000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
50710,"Decima","Nance","M",1975,"married","27 South Scotts Bluff Boulevard","67042","Cranford",51345,"NJ",52670,52790,"580-360-9407","F: 110,000 - 129,999",1500,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
4266,"Decima","Nance","M",1960,"","37 North Hardee Street","71083","Lozanne",51808,"Rhtne-Alpes",52711,52779,"546-547-6553","F: 110,000 - 129,999",7000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"A"
7822,"Decima","Nance","M",1981,"single","47 East Wabash Road","71939","Meppen",51909,"Niedersachsen",52681,52776,"117-339-8783","F: 110,000 - 129,999",9000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
11377,"Decima","Nance","M",1963,"married","57 Larue Drive","67493","Flint",51506,"MI",52654,52790,"120-470-3614","F: 110,000 - 129,999",1500,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
14933,"Decima","Nance","M",1984,"","57 South Athens Drive","46394","Passau",52104,"Bayern",52561,52776,"239-141-9709","F: 110,000 - 129,999",7000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
18488,"Decima","Nance","M",1977,"single","67 West Montour Avenue","89954","Henagar",51658,"AL",52534,52790,"395-624-2998","F: 110,000 - 129,999",9000,"Nance@company.example.com","Customer total",52772,,2019-01-01,,"I"
